"age";"job";"marital";"education";"default";"balance";"housing";"loan";"day";"month";"duration";"campaign";"pdays";"previous";"poutcome";"y"
"3856";47;"tech";"marr";"sec";"no";-9;"no";"no";14;"aug";457;2;-1;0;"unk";"no"
"3857";42;"hous";"marr";"prim";"no";83;"no";"yes";7;"aug";184;1;-1;0;"unk";"no"
"3858";50;"ent";"marr";"ter";"no";433;"yes";"no";18;"may";47;4;-1;0;"unk";"no"
"3859";37;"adm";"marr";"sec";"no";-17;"yes";"no";28;"may";158;2;-1;0;"unk";"no"
"3860";54;"bcol";"marr";"prim";"no";453;"no";"no";21;"nov";168;3;-1;0;"unk";"no"
"3861";40;"serv";"marr";"sec";"no";51;"yes";"no";11;"may";50;1;-1;0;"unk";"no"
"3862";50;"serv";"marr";"sec";"no";961;"no";"yes";14;"aug";757;4;-1;0;"unk";"no"
"3863";57;"ret";"marr";"sec";"no";49;"yes";"yes";25;"aug";93;4;-1;0;"unk";"no"
"3864";33;"tech";"marr";"sec";"no";347;"no";"no";11;"aug";285;2;-1;0;"unk";"no"
"3865";49;"tech";"marr";"sec";"no";-147;"yes";"no";20;"apr";390;1;-1;0;"unk";"no"
"3868";58;"mana";"marr";"ter";"no";172;"no";"no";19;"aug";145;7;-1;0;"unk";"no"
"3869";31;"adm";"sing";"sec";"no";-47;"no";"yes";7;"jul";230;1;-1;0;"unk";"no"
"3870";36;"mana";"div";"ter";"no";649;"no";"no";16;"jul";237;2;91;1;"fail";"no"
"3871";49;"bcol";"sing";"prim";"no";14;"no";"no";8;"jul";474;2;-1;0;"unk";"no"
"3872";30;"unem";"marr";"sec";"no";142;"yes";"no";20;"may";350;4;-1;0;"unk";"no"
"3873";29;"serv";"sing";"sec";"no";29;"yes";"no";28;"jul";487;7;-1;0;"unk";"no"
"3874";50;"mana";"marr";"unk";"no";334;"no";"no";5;"jun";1009;2;-1;0;"unk";"no"
"3875";26;"stu";"sing";"ter";"no";294;"no";"no";5;"mar";87;1;91;2;"suc";"yes"
"3876";27;"hous";"marr";"sec";"no";4848;"yes";"yes";23;"jul";82;3;-1;0;"unk";"no"
"3877";32;"bcol";"sing";"sec";"no";167;"yes";"no";18;"may";183;1;-1;0;"unk";"no"
"3878";62;"unk";"marr";"sec";"no";367;"no";"no";2;"mar";139;5;-1;0;"unk";"no"
"3879";40;"bcol";"sing";"sec";"no";13683;"yes";"no";3;"jun";115;3;-1;0;"unk";"no"
"3880";25;"adm";"sing";"ter";"no";142;"no";"no";8;"apr";124;2;-1;0;"unk";"no"
"3881";31;"mana";"sing";"ter";"no";34;"yes";"no";3;"jun";633;28;-1;0;"unk";"no"
"3882";44;"tech";"sing";"sec";"no";1679;"no";"no";20;"oct";718;1;-1;0;"unk";"yes"
"3883";38;"mana";"marr";"ter";"no";1198;"yes";"no";2;"feb";63;1;-1;0;"unk";"no"
"3884";57;"adm";"marr";"sec";"no";169;"no";"no";14;"aug";180;1;106;2;"fail";"no"
"3885";36;"semp";"marr";"ter";"no";56;"no";"no";25;"aug";47;1;120;1;"fail";"no"
"3886";41;"ent";"marr";"sec";"no";1249;"yes";"no";9;"jul";391;1;-1;0;"unk";"no"
"3887";36;"mana";"sing";"ter";"no";678;"no";"yes";4;"jul";85;3;-1;0;"unk";"no"
"3888";27;"mana";"sing";"ter";"no";212;"yes";"no";15;"may";373;1;-1;0;"unk";"no"
"3889";37;"tech";"div";"sec";"no";23;"no";"no";20;"aug";289;2;-1;0;"unk";"no"
"3890";47;"mana";"sing";"ter";"no";442;"no";"no";10;"dec";805;1;190;1;"oth";"yes"
"3891";31;"serv";"div";"prim";"no";459;"yes";"no";7;"may";623;1;293;1;"suc";"yes"
"3892";39;"semp";"marr";"sec";"no";4722;"yes";"no";17;"jun";483;1;-1;0;"unk";"no"
"3893";50;"adm";"div";"ter";"no";1555;"yes";"no";9;"may";26;2;-1;0;"unk";"no"
"3894";40;"bcol";"marr";"sec";"no";61;"yes";"no";7;"may";112;3;-1;0;"unk";"no"
"3896";31;"tech";"marr";"sec";"no";376;"yes";"no";20;"nov";129;1;-1;0;"unk";"no"
"3897";36;"bcol";"marr";"prim";"no";1177;"no";"no";15;"apr";330;1;311;4;"suc";"yes"
"3898";41;"mana";"marr";"prim";"no";296;"no";"no";9;"jun";104;1;-1;0;"unk";"no"
"3899";59;"bcol";"marr";"prim";"no";748;"no";"no";29;"may";184;1;-1;0;"unk";"no"
"3900";29;"mana";"sing";"ter";"no";3357;"no";"no";21;"jul";120;3;-1;0;"unk";"no"
"3901";30;"adm";"sing";"sec";"no";389;"yes";"no";3;"jun";159;4;-1;0;"unk";"no"
"3902";52;"adm";"marr";"sec";"no";395;"yes";"no";15;"may";391;3;-1;0;"unk";"no"
"3903";55;"bcol";"marr";"sec";"no";111;"yes";"no";12;"aug";112;2;-1;0;"unk";"no"
"3904";56;"bcol";"marr";"prim";"no";42;"yes";"no";9;"may";76;1;-1;0;"unk";"no"
"3905";32;"adm";"marr";"sec";"no";76;"yes";"no";21;"may";189;2;-1;0;"unk";"no"
"3907";51;"bcol";"marr";"prim";"no";844;"yes";"no";29;"may";184;3;-1;0;"unk";"no"
"3908";36;"mana";"marr";"ter";"no";1318;"yes";"no";7;"aug";100;2;-1;0;"unk";"no"
"3909";36;"tech";"marr";"ter";"no";167;"yes";"no";28;"jan";57;1;-1;0;"unk";"no"
"3910";42;"mana";"marr";"ter";"no";2187;"yes";"no";17;"nov";525;3;-1;0;"unk";"yes"
"3911";49;"adm";"marr";"sec";"no";1444;"yes";"no";21;"nov";60;1;-1;0;"unk";"no"
"3912";48;"mana";"marr";"sec";"no";2294;"yes";"no";26;"may";251;11;-1;0;"unk";"no"
"3913";36;"mana";"marr";"sec";"no";8;"yes";"no";30;"may";251;3;-1;0;"unk";"no"
"3914";48;"mana";"marr";"prim";"no";2537;"no";"no";26;"aug";219;6;-1;0;"unk";"no"
"3915";30;"tech";"marr";"ter";"no";569;"no";"no";27;"aug";976;12;-1;0;"unk";"yes"
"3918";36;"tech";"sing";"sec";"yes";12;"no";"no";12;"aug";587;2;-1;0;"unk";"yes"
"3919";45;"tech";"marr";"sec";"no";49;"no";"no";29;"jul";65;2;-1;0;"unk";"no"
"3920";44;"hous";"marr";"ter";"no";46;"no";"no";17;"jun";491;1;-1;0;"unk";"no"
"3921";42;"tech";"marr";"sec";"no";613;"yes";"no";11;"may";432;2;-1;0;"unk";"no"
"3922";37;"ent";"marr";"ter";"no";7944;"no";"no";21;"nov";102;1;-1;0;"unk";"no"
"3923";48;"bcol";"marr";"sec";"no";1143;"yes";"no";17;"apr";264;1;317;1;"fail";"no"
"3924";57;"ret";"marr";"prim";"no";-464;"yes";"no";4;"feb";75;1;190;6;"fail";"no"
"3925";44;"serv";"marr";"sec";"no";1989;"yes";"yes";20;"apr";106;2;-1;0;"unk";"no"
"3926";48;"tech";"marr";"sec";"no";17;"yes";"yes";17;"nov";81;1;-1;0;"unk";"no"
"3927";56;"ret";"marr";"prim";"no";-1;"no";"no";27;"aug";89;23;-1;0;"unk";"no"
"3928";37;"mana";"marr";"ter";"no";1698;"yes";"no";6;"jun";95;2;-1;0;"unk";"no"
"3929";47;"bcol";"marr";"sec";"no";536;"yes";"no";15;"may";322;1;-1;0;"unk";"no"
"3931";51;"ret";"div";"sec";"no";1679;"no";"no";12;"aug";417;1;365;9;"oth";"yes"
"3932";47;"adm";"marr";"sec";"no";3676;"no";"no";18;"oct";567;1;95;3;"suc";"yes"
"3933";25;"mana";"marr";"ter";"no";-242;"yes";"yes";18;"may";600;4;332;4;"oth";"yes"
"3934";39;"serv";"sing";"sec";"no";471;"no";"no";15;"oct";5;1;-1;0;"unk";"no"
"3935";40;"mana";"marr";"ter";"no";892;"yes";"no";14;"aug";464;5;-1;0;"unk";"no"
"3936";38;"mana";"sing";"ter";"no";174;"no";"no";1;"sep";222;1;-1;0;"unk";"no"
"3937";29;"mana";"marr";"ter";"no";35;"yes";"no";13;"may";469;1;-1;0;"unk";"yes"
"3938";49;"hous";"marr";"prim";"no";2581;"no";"no";15;"apr";99;1;-1;0;"unk";"no"
"3939";32;"serv";"marr";"sec";"no";162;"yes";"no";14;"may";297;2;-1;0;"unk";"no"
"3940";42;"bcol";"marr";"sec";"no";243;"yes";"no";20;"apr";41;3;-1;0;"unk";"no"
"3941";36;"stu";"sing";"sec";"no";1847;"no";"no";9;"dec";390;1;-1;0;"unk";"no"
"3943";49;"mana";"marr";"prim";"no";3371;"no";"no";11;"nov";269;2;-1;0;"unk";"yes"
"3944";45;"serv";"sing";"sec";"no";1757;"yes";"no";20;"apr";1010;3;326;1;"oth";"no"
"3945";55;"mana";"marr";"ter";"no";171;"yes";"no";8;"aug";73;6;-1;0;"unk";"no"
"3946";42;"ent";"marr";"ter";"no";157;"yes";"yes";7;"may";650;1;-1;0;"unk";"no"
"3947";28;"adm";"marr";"sec";"no";934;"yes";"no";4;"jul";53;2;-1;0;"unk";"no"
"3948";48;"bcol";"marr";"sec";"no";-19;"no";"yes";4;"jul";270;1;-1;0;"unk";"no"
"3949";51;"mana";"sing";"ter";"yes";-55;"yes";"no";18;"aug";119;6;-1;0;"unk";"no"
"3950";38;"hous";"marr";"prim";"no";21;"no";"no";26;"aug";634;2;-1;0;"unk";"no"
"3951";27;"bcol";"sing";"sec";"no";14;"no";"no";14;"may";72;2;-1;0;"unk";"no"
"3952";50;"tech";"sing";"sec";"no";246;"yes";"no";17;"nov";270;1;123;2;"fail";"no"
"3953";44;"bcol";"marr";"prim";"no";887;"yes";"no";12;"may";165;2;363;1;"fail";"no"
"3954";40;"mana";"marr";"ter";"no";51;"no";"no";19;"aug";164;2;-1;0;"unk";"no"
"3955";29;"serv";"sing";"sec";"no";-287;"yes";"no";18;"may";196;1;-1;0;"unk";"no"
"3957";44;"semp";"sing";"ter";"no";2734;"yes";"no";12;"may";897;4;-1;0;"unk";"yes"
"3958";50;"ent";"marr";"ter";"no";52;"no";"no";31;"jul";22;8;-1;0;"unk";"no"
"3959";42;"mana";"marr";"ter";"no";2594;"yes";"no";21;"nov";161;3;-1;0;"unk";"no"
"3960";54;"ret";"div";"prim";"no";22;"no";"no";20;"jun";23;4;-1;0;"unk";"no"
"3961";56;"tech";"marr";"ter";"no";1611;"yes";"no";11;"may";490;2;-1;0;"unk";"no"
"3962";51;"adm";"sing";"ter";"no";18;"yes";"yes";30;"apr";359;1;-1;0;"unk";"yes"
"3963";52;"bcol";"marr";"prim";"no";1331;"yes";"no";29;"jul";213;2;-1;0;"unk";"no"
"3964";60;"unk";"marr";"unk";"no";7337;"no";"no";4;"aug";122;1;-1;0;"unk";"no"
"3965";39;"mana";"sing";"sec";"no";835;"yes";"no";29;"may";587;4;-1;0;"unk";"no"
"3966";58;"ret";"marr";"prim";"no";592;"no";"no";11;"jun";199;6;-1;0;"unk";"no"
"3967";41;"tech";"div";"sec";"no";52;"no";"no";20;"aug";261;2;-1;0;"unk";"no"
"3968";48;"tech";"marr";"sec";"no";1655;"no";"no";31;"jul";5;3;-1;0;"unk";"no"
"3969";58;"mana";"marr";"ter";"no";1831;"no";"no";17;"nov";1531;1;-1;0;"unk";"no"
"3970";40;"semp";"marr";"prim";"no";92;"yes";"no";13;"may";92;1;-1;0;"unk";"no"
"3971";48;"mana";"marr";"ter";"no";586;"yes";"yes";6;"may";179;2;-1;0;"unk";"no"
"3972";52;"bcol";"div";"prim";"no";1758;"yes";"no";15;"may";41;1;-1;0;"unk";"no"
"3973";50;"semp";"marr";"sec";"no";261;"yes";"yes";29;"jan";197;2;244;3;"fail";"no"
"3974";25;"tech";"sing";"sec";"no";959;"no";"no";9;"jul";144;5;-1;0;"unk";"no"
"3975";54;"ret";"marr";"prim";"no";28;"no";"no";12;"may";255;1;-1;0;"unk";"no"
"3976";38;"serv";"marr";"sec";"no";-315;"yes";"no";8;"may";56;2;-1;0;"unk";"no"
"3977";48;"mana";"marr";"ter";"yes";-13;"yes";"no";15;"may";20;6;291;2;"oth";"no"
"3978";37;"adm";"marr";"ter";"no";81;"no";"no";11;"aug";331;7;-1;0;"unk";"no"
"3979";66;"ret";"marr";"ter";"no";1948;"no";"no";28;"jan";216;1;91;4;"suc";"yes"
"3980";32;"mana";"sing";"ter";"no";751;"yes";"no";8;"may";64;1;-1;0;"unk";"no"
"3981";45;"bcol";"marr";"sec";"no";784;"yes";"yes";3;"jun";34;1;-1;0;"unk";"no"
"3982";43;"bcol";"sing";"sec";"no";24;"no";"no";12;"may";68;1;363;1;"fail";"no"
"3983";41;"mana";"marr";"ter";"no";72;"yes";"no";7;"may";764;3;-1;0;"unk";"no"
"3984";40;"tech";"div";"ter";"no";1871;"yes";"no";17;"nov";64;1;-1;0;"unk";"no"
"3985";44;"serv";"sing";"sec";"no";1378;"yes";"no";8;"may";257;2;-1;0;"unk";"no"
"3986";43;"bcol";"marr";"prim";"no";188;"yes";"no";12;"may";58;3;347;5;"fail";"no"
"3987";30;"unk";"sing";"ter";"no";6836;"no";"no";27;"feb";30;3;-1;0;"unk";"no"
"3988";32;"serv";"marr";"sec";"no";61;"yes";"no";8;"jul";529;5;-1;0;"unk";"no"
"3989";57;"adm";"marr";"sec";"no";-967;"yes";"no";15;"may";8;7;-1;0;"unk";"no"
"3990";31;"bcol";"sing";"ter";"no";462;"yes";"yes";19;"may";147;1;-1;0;"unk";"no"
"3992";31;"adm";"sing";"sec";"no";5527;"yes";"no";21;"may";132;1;-1;0;"unk";"no"
"3993";41;"adm";"marr";"ter";"no";1287;"no";"no";16;"jun";286;1;-1;0;"unk";"no"
"3994";44;"mana";"marr";"ter";"no";17361;"no";"no";18;"jun";476;1;-1;0;"unk";"no"
"3995";54;"ent";"marr";"unk";"no";1956;"no";"no";19;"nov";221;5;-1;0;"unk";"no"
"3997";28;"mana";"marr";"sec";"no";-294;"yes";"no";27;"may";532;2;-1;0;"unk";"no"
"3998";43;"tech";"marr";"sec";"no";275;"no";"no";25;"aug";69;6;-1;0;"unk";"no"
"3999";44;"mana";"marr";"ter";"no";724;"yes";"no";17;"nov";157;2;172;1;"fail";"no"
"4000";44;"serv";"marr";"sec";"no";27;"no";"no";25;"may";485;1;-1;0;"unk";"no"
"4001";43;"adm";"div";"sec";"no";26;"yes";"no";7;"may";56;1;359;1;"fail";"no"
"4002";36;"tech";"marr";"sec";"no";191;"no";"no";31;"aug";69;1;-1;0;"unk";"no"
"4003";58;"tech";"div";"sec";"no";-123;"no";"no";5;"aug";131;2;-1;0;"unk";"no"
"4004";26;"stu";"sing";"sec";"no";-147;"no";"no";4;"jun";95;2;-1;0;"unk";"no"
"4005";51;"tech";"sing";"sec";"no";179;"no";"no";19;"aug";294;3;-1;0;"unk";"no"
"4006";55;"bcol";"marr";"prim";"no";186;"yes";"no";6;"may";146;1;272;2;"fail";"no"
"4007";55;"bcol";"marr";"sec";"no";471;"yes";"no";30;"may";58;2;-1;0;"unk";"no"
"4008";28;"ent";"marr";"ter";"no";15;"yes";"no";28;"may";249;2;-1;0;"unk";"no"
"4009";41;"ent";"div";"sec";"no";1588;"yes";"yes";20;"jun";10;8;-1;0;"unk";"no"
"4010";38;"hous";"div";"sec";"no";7;"no";"no";27;"oct";255;3;148;1;"suc";"yes"
"4011";28;"bcol";"sing";"sec";"no";27;"no";"no";3;"feb";337;4;-1;0;"unk";"no"
"4012";41;"tech";"marr";"sec";"no";162;"yes";"no";2;"jun";142;1;-1;0;"unk";"no"
"4014";39;"tech";"marr";"unk";"no";839;"no";"no";30;"may";825;2;-1;0;"unk";"no"
"4015";41;"adm";"marr";"sec";"no";21515;"yes";"no";5;"jun";87;1;-1;0;"unk";"no"
"4016";36;"tech";"marr";"sec";"no";592;"yes";"no";23;"may";219;4;-1;0;"unk";"no"
"4017";37;"mana";"marr";"ter";"no";547;"yes";"yes";21;"may";143;1;-1;0;"unk";"no"
"4018";59;"semp";"marr";"ter";"no";38;"no";"yes";9;"jul";70;1;-1;0;"unk";"no"
"4019";26;"tech";"sing";"sec";"no";261;"yes";"no";27;"may";371;2;-1;0;"unk";"no"
"4021";42;"mana";"marr";"sec";"yes";-34;"no";"no";5;"feb";176;1;-1;0;"unk";"no"
"4022";46;"bcol";"marr";"unk";"no";9328;"yes";"no";5;"may";725;3;-1;0;"unk";"yes"
"4023";31;"adm";"marr";"sec";"no";5;"yes";"yes";16;"jul";101;7;-1;0;"unk";"no"
"4024";43;"unem";"marr";"sec";"no";3529;"no";"no";5;"feb";169;2;-1;0;"unk";"no"
"4025";48;"bcol";"sing";"ter";"no";233;"yes";"no";4;"jun";15;1;-1;0;"unk";"no"
"4026";41;"bcol";"marr";"sec";"no";1334;"yes";"no";20;"apr";234;5;-1;0;"unk";"no"
"4027";32;"semp";"marr";"ter";"no";361;"no";"no";22;"aug";171;15;-1;0;"unk";"no"
"4028";45;"tech";"marr";"ter";"no";265;"no";"no";28;"aug";14;3;-1;0;"unk";"no"
"4029";52;"adm";"sing";"unk";"no";2227;"no";"no";24;"feb";242;2;-1;0;"unk";"yes"
"4030";37;"semp";"marr";"sec";"no";487;"no";"yes";27;"aug";155;15;-1;0;"unk";"no"
"4032";36;"serv";"sing";"sec";"no";174;"yes";"no";7;"may";223;2;-1;0;"unk";"no"
"4033";58;"ret";"marr";"sec";"no";14412;"no";"no";18;"nov";297;1;-1;0;"unk";"no"
"4034";37;"mana";"marr";"ter";"no";3288;"no";"no";8;"aug";124;2;-1;0;"unk";"no"
"4035";30;"tech";"sing";"sec";"no";57;"no";"no";2;"feb";465;2;-1;0;"unk";"no"
"4036";47;"tech";"marr";"sec";"no";2246;"yes";"no";10;"jul";330;1;-1;0;"unk";"no"
"4037";40;"tech";"marr";"sec";"no";4441;"yes";"no";20;"nov";153;2;183;2;"fail";"no"
"4039";71;"unk";"marr";"ter";"no";353;"no";"no";27;"jan";208;1;93;2;"fail";"no"
"4040";54;"bcol";"marr";"sec";"no";448;"yes";"yes";5;"aug";98;1;-1;0;"unk";"no"
"4041";38;"ent";"marr";"prim";"no";27;"yes";"no";10;"sep";230;3;-1;0;"unk";"yes"
"4042";33;"bcol";"div";"sec";"no";474;"no";"no";22;"jul";400;2;-1;0;"unk";"no"
"4043";30;"tech";"sing";"ter";"no";1185;"yes";"no";30;"apr";284;1;339;1;"fail";"no"
"4044";39;"serv";"div";"sec";"no";282;"yes";"no";17;"jul";243;1;-1;0;"unk";"no"
"4045";32;"bcol";"marr";"sec";"no";2;"yes";"no";15;"may";16;9;309;1;"fail";"no"
"4046";39;"tech";"sing";"sec";"no";6;"no";"no";7;"aug";274;2;-1;0;"unk";"no"
"4047";39;"semp";"sing";"ter";"no";3972;"no";"no";30;"jul";122;3;-1;0;"unk";"no"
"4048";75;"ret";"marr";"sec";"no";26452;"no";"no";15;"jul";219;2;-1;0;"unk";"no"
"4049";33;"adm";"div";"sec";"no";818;"yes";"yes";16;"apr";301;3;-1;0;"unk";"no"
"4050";40;"serv";"marr";"sec";"no";9374;"yes";"no";21;"nov";7;8;185;1;"fail";"no"
"4051";37;"tech";"marr";"unk";"no";47;"no";"no";19;"jun";374;3;-1;0;"unk";"no"
"4052";69;"ret";"marr";"prim";"no";279;"no";"no";12;"aug";26;1;-1;0;"unk";"no"
"4053";52;"unem";"marr";"prim";"no";2;"yes";"no";28;"jan";172;1;-1;0;"unk";"no"
"4054";31;"adm";"div";"sec";"no";36;"no";"no";15;"may";332;1;297;2;"oth";"no"
"4055";28;"tech";"sing";"sec";"no";1532;"no";"no";22;"may";253;1;107;5;"fail";"no"
"4056";29;"mana";"sing";"ter";"no";1673;"no";"no";16;"aug";200;2;159;3;"oth";"no"
"4057";46;"serv";"marr";"sec";"no";242;"no";"no";19;"nov";405;2;-1;0;"unk";"no"
"4058";28;"bcol";"marr";"sec";"no";1;"yes";"yes";27;"may";132;2;-1;0;"unk";"no"
"4060";42;"tech";"div";"sec";"no";1533;"no";"yes";5;"aug";86;1;-1;0;"unk";"no"
"4061";55;"adm";"sing";"sec";"no";296;"no";"no";7;"jul";147;4;-1;0;"unk";"no"
"4062";28;"bcol";"marr";"sec";"no";2788;"yes";"no";6;"jun";369;2;-1;0;"unk";"yes"
"4063";43;"mana";"sing";"sec";"no";19;"yes";"no";27;"may";64;3;-1;0;"unk";"no"
"4064";32;"tech";"marr";"sec";"no";485;"no";"no";26;"aug";98;14;-1;0;"unk";"no"
"4065";33;"tech";"sing";"ter";"no";125;"no";"no";29;"aug";66;2;-1;0;"unk";"no"
"4066";70;"ret";"marr";"sec";"no";616;"no";"no";27;"apr";149;2;182;1;"fail";"no"
"4067";36;"serv";"marr";"sec";"no";364;"yes";"no";26;"aug";240;3;107;4;"fail";"no"
"4068";45;"tech";"marr";"sec";"no";26;"no";"no";26;"aug";87;6;-1;0;"unk";"no"
"4069";30;"bcol";"sing";"sec";"no";69;"no";"no";21;"nov";816;1;-1;0;"unk";"no"
"4070";45;"serv";"div";"sec";"no";-179;"no";"no";3;"jul";155;2;-1;0;"unk";"no"
"4071";31;"serv";"sing";"sec";"no";481;"yes";"no";20;"nov";106;2;183;2;"fail";"no"
"4072";28;"adm";"marr";"sec";"no";12;"yes";"no";30;"jan";73;3;256;3;"oth";"no"
"4074";51;"mana";"marr";"ter";"no";176;"yes";"yes";1;"jun";8;1;687;2;"fail";"no"
"4075";39;"mana";"marr";"prim";"no";486;"no";"no";20;"jun";14;3;-1;0;"unk";"no"
"4076";40;"tech";"marr";"sec";"no";257;"yes";"no";16;"may";731;4;-1;0;"unk";"no"
"4077";44;"bcol";"marr";"prim";"no";53;"yes";"no";7;"apr";208;1;140;1;"fail";"no"
"4078";31;"bcol";"div";"sec";"no";6;"yes";"no";29;"jan";821;1;-1;0;"unk";"no"
"4079";30;"mana";"marr";"ter";"no";562;"no";"no";21;"aug";137;4;-1;0;"unk";"no"
"4080";52;"ent";"marr";"sec";"no";-118;"yes";"no";9;"may";101;3;-1;0;"unk";"no"
"4081";40;"bcol";"marr";"prim";"no";285;"yes";"no";14;"may";173;6;353;23;"fail";"no"
"4082";26;"mana";"sing";"sec";"no";565;"yes";"no";6;"jun";582;11;-1;0;"unk";"no"
"4084";51;"mana";"marr";"ter";"no";1612;"no";"no";16;"mar";384;1;182;5;"fail";"no"
"4085";45;"unem";"marr";"prim";"no";18;"yes";"yes";27;"may";62;2;-1;0;"unk";"no"
"4087";36;"mana";"sing";"ter";"no";876;"yes";"no";23;"may";241;2;-1;0;"unk";"no"
"4088";57;"adm";"marr";"sec";"no";2137;"no";"no";8;"jul";132;7;-1;0;"unk";"no"
"4089";42;"bcol";"marr";"prim";"no";26;"yes";"no";31;"jul";175;2;-1;0;"unk";"no"
"4090";32;"bcol";"marr";"sec";"yes";-53;"yes";"no";16;"apr";648;1;272;1;"oth";"yes"
"4091";30;"mana";"marr";"ter";"no";944;"no";"no";29;"oct";251;2;-1;0;"unk";"yes"
"4092";36;"tech";"marr";"sec";"no";2394;"no";"no";14;"aug";184;2;-1;0;"unk";"no"
"4093";43;"tech";"marr";"sec";"no";297;"yes";"no";14;"oct";119;3;-1;0;"unk";"no"
"4094";69;"ret";"sing";"ter";"no";2144;"no";"no";29;"jul";417;1;184;4;"suc";"yes"
"4095";31;"tech";"sing";"ter";"no";969;"no";"no";15;"jun";95;1;-1;0;"unk";"no"
"4097";26;"ent";"marr";"ter";"no";37;"yes";"yes";6;"may";207;1;363;2;"fail";"no"
"4098";46;"tech";"marr";"sec";"no";41;"no";"yes";21;"nov";162;5;-1;0;"unk";"no"
"4099";30;"tech";"marr";"sec";"no";1211;"yes";"no";18;"may";176;1;-1;0;"unk";"no"
"4100";33;"mana";"sing";"ter";"no";71;"no";"no";22;"aug";107;6;-1;0;"unk";"no"
"4101";29;"mana";"marr";"ter";"no";436;"yes";"no";17;"apr";28;1;345;1;"fail";"no"
"4102";48;"bcol";"marr";"prim";"no";559;"yes";"no";15;"may";1231;2;-1;0;"unk";"no"
"4103";31;"mana";"marr";"ter";"no";117;"no";"no";20;"aug";200;4;-1;0;"unk";"no"
"4104";46;"mana";"div";"ter";"no";25;"no";"no";26;"may";103;2;-1;0;"unk";"no"
"4105";40;"serv";"marr";"sec";"no";1325;"no";"no";11;"jun";150;2;-1;0;"unk";"no"
"4107";33;"tech";"sing";"sec";"no";647;"yes";"yes";4;"feb";124;1;273;1;"oth";"no"
"4108";50;"bcol";"marr";"prim";"no";2142;"yes";"no";29;"jan";309;2;224;1;"oth";"no"
"4109";84;"ret";"div";"prim";"no";639;"no";"no";18;"may";353;3;-1;0;"unk";"yes"
"4110";40;"bcol";"marr";"prim";"no";177;"yes";"yes";21;"jul";742;4;-1;0;"unk";"no"
"4111";55;"mana";"marr";"ter";"no";236;"no";"no";4;"aug";200;1;-1;0;"unk";"no"
"4112";40;"serv";"div";"sec";"no";1959;"yes";"no";30;"may";177;1;-1;0;"unk";"no"
"4113";46;"adm";"marr";"prim";"no";96;"no";"no";4;"feb";151;2;-1;0;"unk";"no"
"4115";40;"bcol";"marr";"sec";"no";25;"yes";"no";29;"may";193;6;-1;0;"unk";"no"
"4116";30;"tech";"sing";"sec";"no";126;"no";"no";22;"aug";112;2;-1;0;"unk";"no"
"4117";57;"ret";"marr";"unk";"no";1621;"yes";"no";19;"jun";108;1;-1;0;"unk";"no"
"4118";25;"stu";"sing";"sec";"no";8;"no";"no";22;"apr";107;2;-1;0;"unk";"yes"
"4119";32;"semp";"marr";"ter";"no";189;"yes";"no";6;"jun";106;2;-1;0;"unk";"no"
"4120";52;"ret";"sing";"sec";"no";316;"no";"no";12;"may";463;3;-1;0;"unk";"no"
"4121";31;"semp";"sing";"ter";"yes";-282;"yes";"no";20;"nov";131;3;-1;0;"unk";"no"
"4122";32;"mana";"marr";"ter";"no";-38;"yes";"no";30;"apr";140;2;-1;0;"unk";"no"
"4123";42;"tech";"div";"sec";"no";248;"no";"no";19;"aug";163;4;-1;0;"unk";"no"
"4124";47;"bcol";"div";"prim";"no";126;"yes";"no";3;"jun";2456;2;-1;0;"unk";"yes"
"4125";50;"semp";"div";"ter";"no";13;"yes";"no";20;"apr";76;1;-1;0;"unk";"yes"
"4126";30;"tech";"marr";"sec";"no";-393;"yes";"yes";16;"jul";435;1;-1;0;"unk";"yes"
"4127";33;"serv";"sing";"sec";"no";358;"yes";"no";7;"may";302;1;356;3;"fail";"no"
"4128";56;"tech";"sing";"ter";"no";917;"no";"no";9;"jun";306;1;-1;0;"unk";"no"
"4129";54;"adm";"div";"sec";"no";1268;"yes";"no";15;"may";259;3;-1;0;"unk";"no"
"4130";33;"tech";"marr";"sec";"no";-163;"yes";"yes";8;"aug";502;2;-1;0;"unk";"no"
"4131";32;"mana";"sing";"ter";"no";473;"yes";"no";11;"may";72;2;361;1;"oth";"no"
"4132";60;"mana";"marr";"ter";"no";4831;"yes";"no";4;"feb";265;1;-1;0;"unk";"no"
"4133";37;"tech";"marr";"sec";"no";163;"yes";"no";31;"jul";413;2;-1;0;"unk";"no"
"4135";29;"bcol";"marr";"sec";"no";424;"yes";"yes";14;"may";241;2;-1;0;"unk";"no"
"4136";56;"unem";"div";"prim";"no";82;"no";"no";3;"feb";258;2;-1;0;"unk";"no"
"4137";31;"mana";"marr";"ter";"no";43;"yes";"no";25;"jul";137;16;-1;0;"unk";"no"
"4138";59;"unk";"marr";"unk";"no";394;"no";"no";5;"jun";48;2;-1;0;"unk";"no"
"4139";36;"hous";"marr";"sec";"no";288;"no";"no";12;"jun";283;1;-1;0;"unk";"no"
"4140";51;"bcol";"div";"sec";"no";169;"yes";"no";30;"may";247;2;-1;0;"unk";"no"
"4141";54;"semp";"div";"prim";"no";4382;"yes";"no";18;"may";193;4;-1;0;"unk";"no"
"4143";32;"tech";"marr";"ter";"no";3939;"no";"no";8;"aug";209;2;-1;0;"unk";"no"
